O1,O2,O3,O4,O5,O6,O7,H_exact,G_exact,K_exact,H_L_exact,H_R_exact,H_ctrap,G_ctrap,K_ctrap,H_mid,G_mid,K_mid,model,param,layer,type,n
-0.15007414482533932,-0.08661231584846973,-0.04030940402299166,-8.797480768407695e-05,0.040269679855555296,0.08664130605757236,0.14997397735714912,0.10524640035088517,0.0012817185884584762,0.6085581755524262,0.06395317301850012,0.06414394174348968,0.09942179679637775,0.00028432288451149025,0.579554232021132,0.08662681095302105,0.0011828891206783908,0.6333750368086465,GPT2-Small,transformer.h.8.mlp.c_proj.weight,8,ffn_output,2359296
-0.1430859100073576,-0.08287368901073933,-0.03883570292964578,-0.00012887380580650643,0.038814921863377094,0.08288467302918434,0.1427152417600155,0.09957350263280726,0.0005927132136212535,0.6019965026453907,0.059987998382856615,0.05989780229934652,0.09485482570016757,-0.00021786652662372522,0.5769065921843207,0.08287918101996183,0.0016212251783309884,0.6278733827142192,GPT2-Small,transformer.h.9.attn.c_attn.weight,9,attn_input,1769472
-0.15027876943349838,-0.08593365922570229,-0.03985390439629555,-5.658084592141677e-05,0.0398732372559607,0.08619864098727703,0.15008297935128212,0.10552906091677945,0.0002719317784285069,0.6131741199653897,0.06476275194836462,0.06465262616847586,0.09950025886064395,-0.0007621694033494699,0.5834350240461452,0.08606615010648966,0.00219681868510269,0.6408867099885757,GPT2-Small,transformer.h.9.attn.c_proj.weight,9,attn_output,589824
-0.14815771207213402,-0.08758256770670414,-0.04265547450631857,-0.0027389995520934463,0.037376112304627895,0.0821220688521862,0.14253801479935646,0.10122640955432058,-1.8589372628775002e-05,0.5968951557760284,0.06049967116908404,0.06034343583006442,0.09659658349119127,0.00017575117238894766,0.5732667265984942,0.08485231827944517,0.00010312181224867669,0.6206787991542,GPT2-Small,transformer.h.9.mlp.c_fc.weight,9,ffn_input,2359296
-0.17271146923303604,-0.09965433739125729,-0.046279207803308964,-4.4532322135637514e-05,0.04627328738570213,0.09965384006500244,0.17294147424399853,0.121238235917899,0.0006542894970597306,0.6093014459304752,0.07380601830788915,0.07393524658578272,0.11449999513570219,0.0011239159971596652,0.5803349517846199,0.09965408872812986,0.0004443737288996453,0.6349474756086438,GPT2-Small,transformer.h.9.mlp.c_proj.weight,9,ffn_output,2359296
-0.14239469170570374,-0.08234346099197865,-0.03844542149454355,6.118603778304532e-05,0.03864716412499547,0.08257962763309479,0.1424799058586359,0.09952215008709972,0.0003146706335769165,0.6042847445089962,0.060146405520326546,0.06013302855641151,0.09450692153768614,-0.00013352359898864273,0.5779300411651569,0.08246154431253672,0.0006899856563367279,0.6299360922628613,GPT2-Small,transformer.h.10.attn.c_attn.weight,10,attn_input,1769472
-0.1578370537608862,-0.0901717972010374,-0.04195754835382104,0.0001607832091394812,0.04212693637236953,0.09045897051692009,0.15756729617714882,0.11128856957054462,-0.0014526474823633852,0.6130552262665692,0.06832377763682124,0.06812830076108486,0.10465062106959522,-0.002582069005364851,0.5833759350811947,0.09031538385897875,-0.00019040555953336828,0.6403113603908125,GPT2-Small,transformer.h.10.attn.c_proj.weight,10,attn_output,589824
-0.14858977869153023,-0.08811326324939728,-0.04318473767489195,-0.003035950241610408,0.03698670584708452,0.0817564595490694,0.14202011562883854,0.10123516135522975,-0.0016999648925776012,0.5964417534038045,0.06050561937049616,0.06025613491916445,0.0965755709912628,-0.0016850474252905487,0.5725981652851242,0.08493486139923334,-0.00167718656634924,0.6194112974684026,GPT2-Small,transformer.h.10.mlp.c_fc.weight,10,ffn_input,2359296
-0.1966050285845995,-0.11307894997298717,-0.05269097350537777,1.707378396531567e-05,0.05249954992905259,0.11304972507059574,0.19626802392303944,0.13795693681615892,-7.950709394614113e-05,0.6094197780333941,0.08400821885656386,0.08413915276877722,0.13024167221738026,-0.0015964794065863798,0.5810579339922347,0.11306433752179146,-0.0002802495981982425,0.6361036012300565,GPT2-Small,transformer.h.10.mlp.c_proj.weight,10,ffn_output,2359296
-0.1401392612606287,-0.08050278201699257,-0.03745228657498956,0.00015702533710282296,0.03764369059354067,0.08061855100095272,0.14024658128619194,0.09929481146364631,-0.0010374386421287283,0.6130617270210467,0.06091014040951523,0.06083755679074923,0.09302534913877025,-0.0007949023275330078,0.581682183623674,0.08056066650897264,-0.0012306358601403213,0.6370660592642494,GPT2-Small,transformer.h.11.attn.c_attn.weight,11,attn_input,1769472
