model,param,layer,type,shape,n,O1,O2,O3,O4,O5,O6,O7,H_ct,G_ct,K_ct,H_mp,G_mp,K_mp
GPT2-Small,transformer.h.0.attn.c_attn.weight,0,attn_input,"(768, 2304)",1769472,-0.1867723073810339,-0.08187121339142323,-0.03325330698862672,4.837888263864443e-05,0.033360769506543875,0.08210064470767975,0.18698794580996037,0.12414740910753608,0.000124256667734578,0.7007589473413713,0.08198592904955149,0.0008091239101471162,0.9365819850324181
GPT2-Small,transformer.h.0.attn.c_proj.weight,0,attn_output,"(768, 768)",589824,-0.07048834767192602,-0.02455331850796938,-0.010058154934085906,1.3942024907009909e-05,0.010097600985318422,0.024617795832455158,0.07079296465963125,0.048246122009004466,0.002051196644462549,0.7681610913657151,0.02458555717021227,0.0007442026718860618,1.2316739007943658
GPT2-Small,transformer.h.0.mlp.c_fc.weight,0,ffn_input,"(768, 3072)",2359296,-0.15042240731418133,-0.07952108420431614,-0.034849526826292276,-0.0005294469883665442,0.03422738192602992,0.07815448194742203,0.1484556905925274,0.09856423595920205,-0.0010117823636335676,0.6248266666181623,0.07883778307586908,-0.0019515279866818545,0.7287152815206596
GPT2-Small,transformer.h.0.mlp.c_proj.weight,0,ffn_output,"(3072, 768)",2359296,-0.09039894491434097,-0.051525114104151726,-0.023693974129855633,-5.738386562370579e-06,0.02363716810941696,0.05151612218469381,0.09050564467906952,0.05982809036504477,0.000446220502320254,0.5869341651198239,0.05152061814442277,2.411513833028131e-05,0.6481553025028949
GPT2-Small,transformer.h.1.attn.c_attn.weight,1,attn_input,"(768, 2304)",1769472,-0.13859985955059528,-0.07189526408910751,-0.03152611618861556,-8.507071106578223e-05,0.03136046743020415,0.07187127321958542,0.13860828056931496,0.0915938870748505,0.0003505476957830917,0.6321538025702733,0.07188326865434647,0.0010165825465745057,0.7453805333048508
GPT2-Small,transformer.h.1.attn.c_proj.weight,1,attn_output,"(768, 768)",589824,-0.0936564402654767,-0.05279315635561943,-0.023967765271663666,-0.00019670779147418216,0.023951224982738495,0.052769992500543594,0.09333335515111685,0.061700007412582636,0.0012178155588994778,0.5919750705656011,0.05278157442808151,0.00350739563838723,0.6587090602596785
GPT2-Small,transformer.h.1.mlp.c_fc.weight,1,ffn_input,"(768, 3072)",2359296,-0.14156833849847317,-0.07908838242292404,-0.03568103117868304,0.0006553533021360636,0.036532027181237936,0.07996978983283043,0.14294492825865746,0.09400782885495573,-0.000429331195891561,0.5964640755560888,0.07952908612787724,-0.0026990074654916606,0.6673665533382519
GPT2-Small,transformer.h.1.mlp.c_proj.weight,1,ffn_output,"(3072, 768)",2359296,-0.09143371600657701,-0.051672604866325855,-0.023068354232236743,6.519935777760111e-05,0.02327129733748734,0.05175889376550913,0.09134992212057114,0.06006335897836834,-0.0007007704209784339,0.5918668113410209,0.05171574931591749,-0.00042646405548988557,0.6595862399862213
GPT2-Small,transformer.h.2.attn.c_attn.weight,2,attn_input,"(768, 2304)",1769472,-0.15328417345881462,-0.08211196027696133,-0.036157471127808094,0.00011155518586747348,0.0363998394459486,0.08242261968553066,0.15350419655442238,0.10112098522949964,-0.0001564784779172849,0.617229301604361,0.082267289981246,0.0005321011355445586,0.7117988798855432
GPT2-Small,transformer.h.2.attn.c_proj.weight,2,attn_output,"(768, 768)",589824,-0.08625013381242752,-0.04979707486927509,-0.023110777139663696,1.2540552233986091e-05,0.023058305261656642,0.049533335492014885,0.0858374023810029,0.05701362938270904,-0.0021232984159490283,0.5797746581844967,0.04966520518064499,-0.002907674303143083,0.6338363716313696
GPT2-Small,transformer.h.2.mlp.c_fc.weight,2,ffn_input,"(768, 3072)",2359296,-0.1516402568668127,-0.08844983391463757,-0.04348068777471781,-0.004225828917697072,0.03465146478265524,0.07886957935988903,0.1408502496778965,0.0971536438446492,-0.0075789103974342395,0.5836701208722931,0.0836597066372633,-0.006745163022432218,0.6405662970967726
GPT2-Small,transformer.h.2.mlp.c_proj.weight,2,ffn_output,"(3072, 768)",2359296,-0.09824792481958866,-0.05651313718408346,-0.026206522015854716,2.0045394194312394e-05,0.026257451623678207,0.056607685983181,0.09828453697264194,0.06509345749509521,-0.00016675153014762242,0.5812774838723994,0.05656041158363223,0.00048141455466947636,0.6367903102140307
GPT2-Small,transformer.h.3.attn.c_attn.weight,3,attn_input,"(768, 2304)",1769472,-0.15417632833123207,-0.08607739210128784,-0.03953905729576945,-7.77095410740003e-05,0.039418102242052555,0.08584780804812908,0.1543037947267294,0.10230768093606457,0.0013444475162847959,0.5970005426190966,0.08596260007470846,-0.0004313792913796471,0.6675082050818187
GPT2-Small,transformer.h.3.attn.c_proj.weight,3,attn_output,"(768, 768)",589824,-0.09028295148164034,-0.051735274493694305,-0.023989652981981635,2.6995359803549945e-05,0.02417522040195763,0.051841624081134796,0.09056347887963057,0.05998501426074654,0.0020205513254828804,0.5834237771584475,0.05178844928741455,0.0005055071985532003,0.6404978272325652
GPT2-Small,transformer.h.3.mlp.c_fc.weight,3,ffn_input,"(768, 3072)",2359296,-0.15187940746545792,-0.09005441330373287,-0.0450404928997159,-0.005466438829898834,0.03393180528655648,0.07843084447085857,0.13953751884400845,0.09677464474225417,-0.004356875202010722,0.578363404205026,0.08424262888729572,-0.004099416068797384,0.63045464905723
GPT2-Small,transformer.h.3.mlp.c_proj.weight,3,ffn_output,"(3072, 768)",2359296,-0.09748751204460859,-0.056075592525303364,-0.026057176990434527,2.2247731976676732e-06,0.02608357183635235,0.05604910384863615,0.097385473549366,0.06459897631430067,-0.00037104260617127895,0.5812507287758558,0.05606234818696976,-0.00027592692834920866,0.636488844041865
GPT2-Small,transformer.h.4.attn.c_attn.weight,4,attn_input,"(768, 2304)",1769472,-0.15472606010735035,-0.08667192608118057,-0.03972308384254575,0.00019652093760669231,0.040109921246767044,0.08689425513148308,0.15501197427511215,0.10269759449874982,1.7394692856764637e-06,0.5944011724206625,0.08678309060633183,-0.00098356041319888,0.6622978845500332
GPT2-Small,transformer.h.4.attn.c_proj.weight,4,attn_output,"(768, 768)",589824,-0.09971234761178493,-0.05653699114918709,-0.026197133120149374,-9.425818643649109e-05,0.02615497726947069,0.056634838692843914,0.09975882060825825,0.06614077201811597,0.0010797459421203945,0.5882342238128192,0.0565859149210155,0.0025303462613401628,0.6499809097183318
GPT2-Small,transformer.h.4.mlp.c_fc.weight,4,ffn_input,"(768, 3072)",2359296,-0.14883688278496265,-0.08682159148156643,-0.04206827562302351,-0.0029390635900199413,0.03601920511573553,0.080208545550704,0.1417566053569317,0.09649782907217741,-0.0034319984832129674,0.58133112731992,0.08351506851613522,-0.00439991706814296,0.6361307341862471
GPT2-Small,transformer.h.4.mlp.c_proj.weight,4,ffn_output,"(3072, 768)",2359296,-0.09845019225031137,-0.05688170436769724,-0.026400783099234104,-3.865855660478701e-06,0.02639957796782255,0.05681837256997824,0.09855959843844175,0.0652537876740098,0.0009236889306855648,0.5799079124583618,0.05685003846883774,-0.0004890065855322286,0.6341659280527341
GPT2-Small,transformer.h.5.attn.c_attn.weight,5,attn_input,"(768, 2304)",1769472,-0.14157943800091743,-0.08090908452868462,-0.03771347086876631,-8.425158011959866e-05,0.03742134338244796,0.08070972748100758,0.1414793524891138,0.09391789877554402,-0.00013830198956990452,0.584892171010038,0.0808094060048461,-0.0001909052978064985,0.6432542525629624
GPT2-Small,transformer.h.5.attn.c_proj.weight,5,attn_output,"(768, 768)",589824,-0.1035658298060298,-0.059594317339360714,-0.027700885431841016,-2.9202145924500655e-05,0.027747830376029015,0.05956915766000748,0.10345417819917202,0.0686349026800599,0.0001635766472049647,0.581005986692492,0.059581737499684095,0.00027898324126533254,0.6359804973719314
GPT2-Small,transformer.h.5.mlp.c_fc.weight,5,ffn_input,"(768, 3072)",2359296,-0.14668147265911102,-0.0862825084477663,-0.04237489867955446,-0.003762058215215802,0.03471136512234807,0.07807170413434505,0.137838214635849,0.09451367851579562,-0.003970722068994717,0.5787293104184351,0.08217710629105568,-0.004178097246193648,0.6310559986085655
GPT2-Small,transformer.h.5.mlp.c_proj.weight,5,ffn_output,"(3072, 768)",2359296,-0.10668857488781214,-0.061639477498829365,-0.028575477888807654,2.41167945205234e-05,0.02856542100198567,0.06154240947216749,0.10666481778025627,0.07063988759182394,-0.00017737904424694687,0.5797988699304141,0.06159094348549843,-0.0011795696532651014,0.6340724988814925
GPT2-Small,transformer.h.6.attn.c_attn.weight,6,attn_input,"(768, 2304)",1769472,-0.14208579808473587,-0.08173444122076035,-0.03799191350117326,0.00020620137365767732,0.038317170925438404,0.08201313577592373,0.14205024763941765,0.09423002955736592,-0.001774751595950804,0.5803278592079445,0.08187378849834204,-0.0008165506605003308,0.6345955314555598
GPT2-Small,transformer.h.6.attn.c_proj.weight,6,attn_output,"(768, 768)",589824,-0.12472239416092634,-0.07144507020711899,-0.03312567761167884,6.266624768613838e-05,0.03305883100256324,0.07146884687244892,0.12484151124954224,0.08267717598937452,-0.0005927752565267837,0.5837984742859523,0.07145695853978395,-0.0007106084006206475,0.6415729151630812
GPT2-Small,transformer.h.6.mlp.c_fc.weight,6,ffn_input,"(768, 3072)",2359296,-0.14542505331337452,-0.08518917858600616,-0.041222036350518465,-0.002418285352177918,0.03624790860339999,0.0795837938785553,0.13930698111653328,0.09463249915279448,-0.0035922484663052385,0.5776915102704475,0.08238648623228073,-0.004665898730815112,0.6289323011410934
GPT2-Small,transformer.h.6.mlp.c_proj.weight,6,ffn_output,"(3072, 768)",2359296,-0.1178510719910264,-0.06812410429120064,-0.031645757146179676,-7.455645391019061e-05,0.03158121183514595,0.06802273727953434,0.11794783640652895,0.07809799362439662,0.0014338444024712123,0.5796934605062732,0.06807342078536749,0.0003506941152893141,0.6337713656272008
GPT2-Small,transformer.h.7.attn.c_attn.weight,7,attn_input,"(768, 2304)",1769472,-0.14510878175497055,-0.08375795371830463,-0.03925508726388216,-0.00013382847100729123,0.03890779009088874,0.08361484855413437,0.14497407339513302,0.09624894912121817,-0.00011581750100679942,0.5796076737233941,0.0836864011362195,0.0007441578091139302,0.633077701149983
GPT2-Small,transformer.h.7.attn.c_proj.weight,7,attn_output,"(768, 768)",589824,-0.12439421191811562,-0.07113585621118546,-0.03302321629598737,0.00015231037104967982,0.03306167991831899,0.0713636577129364,0.12453414220362902,0.08250509039498866,-0.0017255060307670522,0.5838600608796225,0.07124975696206093,-0.000539084227257914,0.6415581810503534
GPT2-Small,transformer.h.7.mlp.c_fc.weight,7,ffn_input,"(768, 3072)",2359296,-0.14713831432163715,-0.08696944266557693,-0.04265647009015083,-0.003323503420688212,0.036056829150766134,0.0800023227930069,0.139882143586874,0.09540721756638959,-0.001369351211650309,0.5749818878814337,0.08348588272929192,-0.0019171686321602427,0.6237795896075116
GPT2-Small,transformer.h.7.mlp.c_proj.weight,7,ffn_output,"(3072, 768)",2359296,-0.13159812428057194,-0.07604476995766163,-0.035362142603844404,9.616300303605385e-06,0.03539672773331404,0.07605919986963272,0.13155442290008068,0.08719078911235556,-0.00019087305664869768,0.5790528542481058,0.07605198491364717,-3.157503805832112e-05,0.6324413395059529
GPT2-Small,transformer.h.8.attn.c_attn.weight,8,attn_input,"(768, 2304)",1769472,-0.14405053853988647,-0.08375290222465992,-0.039222561288625,-0.0002637056168168783,0.038840244989842176,0.08325858041644096,0.14377069845795631,0.09545364556834102,0.0014559677137186474,0.5768402908107345,0.08350574132055044,0.0001981266490874051,0.627976075064658
GPT2-Small,transformer.h.8.attn.c_proj.weight,8,attn_output,"(768, 768)",589824,-0.13487542420625687,-0.0779666155576706,-0.03612118540331721,0.00010230192492599599,0.03629748243838549,0.07794603332877159,0.1347537524998188,0.08928977948380634,-0.0008586858418529567,0.5789691912269872,0.07795632444322109,-0.001444309235711893,0.6324390941751293
GPT2-Small,transformer.h.8.mlp.c_fc.weight,8,ffn_input,"(768, 3072)",2359296,-0.14696084335446358,-0.08627291023731232,-0.041727480944246054,-0.002035098965279758,0.03776638535782695,0.08225373364984989,0.14262859150767326,0.09627457696478814,-0.0007282522293898113,0.5747652355160507,0.0842633219435811,0.0003027494164735892,0.6233304233505483
GPT2-Small,transformer.h.8.mlp.c_proj.weight,8,ffn_output,"(3072, 768)",2359296,-0.15007414482533932,-0.08661231584846973,-0.04030940402299166,-8.797480768407695e-05,0.040269679855555296,0.08664130605757236,0.14997397735714912,0.09942179679637775,0.00028432288451149025,0.579554232021132,0.08662681095302105,0.0011828891206783908,0.6333750368086465
GPT2-Small,transformer.h.9.attn.c_attn.weight,9,attn_input,"(768, 2304)",1769472,-0.1430859100073576,-0.08287368901073933,-0.03883570292964578,-0.00012887380580650643,0.038814921863377094,0.08288467302918434,0.1427152417600155,0.09485482570016757,-0.00021786652662372522,0.5769065921843207,0.08287918101996183,0.0016212251783309884,0.6278733827142192
GPT2-Small,transformer.h.9.attn.c_proj.weight,9,attn_output,"(768, 768)",589824,-0.15027876943349838,-0.08593365922570229,-0.03985390439629555,-5.658084592141677e-05,0.0398732372559607,0.08619864098727703,0.15008297935128212,0.09950025886064395,-0.0007621694033494699,0.5834350240461452,0.08606615010648966,0.00219681868510269,0.6408867099885757
GPT2-Small,transformer.h.9.mlp.c_fc.weight,9,ffn_input,"(768, 3072)",2359296,-0.14815771207213402,-0.08758256770670414,-0.04265547450631857,-0.0027389995520934463,0.037376112304627895,0.0821220688521862,0.14253801479935646,0.09659658349119127,0.00017575117238894766,0.5732667265984942,0.08485231827944517,0.00010312181224867669,0.6206787991542
GPT2-Small,transformer.h.9.mlp.c_proj.weight,9,ffn_output,"(3072, 768)",2359296,-0.17271146923303604,-0.09965433739125729,-0.046279207803308964,-4.4532322135637514e-05,0.04627328738570213,0.09965384006500244,0.17294147424399853,0.11449999513570219,0.0011239159971596652,0.5803349517846199,0.09965408872812986,0.0004443737288996453,0.6349474756086438
GPT2-Small,transformer.h.10.attn.c_attn.weight,10,attn_input,"(768, 2304)",1769472,-0.14239469170570374,-0.08234346099197865,-0.03844542149454355,6.118603778304532e-05,0.03864716412499547,0.08257962763309479,0.1424799058586359,0.09450692153768614,-0.00013352359898864273,0.5779300411651569,0.08246154431253672,0.0006899856563367279,0.6299360922628613
GPT2-Small,transformer.h.10.attn.c_proj.weight,10,attn_output,"(768, 768)",589824,-0.1578370537608862,-0.0901717972010374,-0.04195754835382104,0.0001607832091394812,0.04212693637236953,0.09045897051692009,0.15756729617714882,0.10465062106959522,-0.002582069005364851,0.5833759350811947,0.09031538385897875,-0.00019040555953336828,0.6403113603908125
GPT2-Small,transformer.h.10.mlp.c_fc.weight,10,ffn_input,"(768, 3072)",2359296,-0.14858977869153023,-0.08811326324939728,-0.04318473767489195,-0.003035950241610408,0.03698670584708452,0.0817564595490694,0.14202011562883854,0.0965755709912628,-0.0016850474252905487,0.5725981652851242,0.08493486139923334,-0.00167718656634924,0.6194112974684026
GPT2-Small,transformer.h.10.mlp.c_proj.weight,10,ffn_output,"(3072, 768)",2359296,-0.1966050285845995,-0.11307894997298717,-0.05269097350537777,1.707378396531567e-05,0.05249954992905259,0.11304972507059574,0.19626802392303944,0.13024167221738026,-0.0015964794065863798,0.5810579339922347,0.11306433752179146,-0.0002802495981982425,0.6361036012300565
GPT2-Small,transformer.h.11.attn.c_attn.weight,11,attn_input,"(768, 2304)",1769472,-0.1401392612606287,-0.08050278201699257,-0.03745228657498956,0.00015702533710282296,0.03764369059354067,0.08061855100095272,0.14024658128619194,0.09302534913877025,-0.0007949023275330078,0.581682183623674,0.08056066650897264,-0.0012306358601403213,0.6370660592642494
GPT2-Small,transformer.h.11.attn.c_proj.weight,11,attn_output,"(768, 768)",589824,-0.16522394120693207,-0.09267575107514858,-0.04287596605718136,-6.109727110015228e-05,0.04285042453557253,0.09281076863408089,0.1650375183671713,0.1096238138852641,-0.0004756608285960829,0.5929952532162381,0.09274325985461473,0.0013866889169941688,0.6591720772072415
GPT2-Small,transformer.h.11.mlp.c_fc.weight,11,ffn_input,"(768, 3072)",2359296,-0.1486751139163971,-0.08756875805556774,-0.04232989810407162,-0.002110819914378226,0.03833936573937535,0.08373203128576279,0.1453044805675745,0.09766812453744933,0.0031695547111810773,0.5742734405370415,0.08565039467066526,0.0022470010817318945,0.6226192286116287
GPT2-Small,transformer.h.11.mlp.c_proj.weight,11,ffn_output,"(3072, 768)",2359296,-0.21365012042224407,-0.1226789653301239,-0.05732940137386322,-0.00015248911222442985,0.0569016276858747,0.12228192575275898,0.2131967544555664,0.14166399120585993,-0.0005553871754172682,0.5822659791908578,0.12248044554144144,-0.0003758206157280542,0.6380933797964886
GPT2-Medium,transformer.h.0.attn.c_attn.weight,0,attn_input,"(1024, 3072)",3145728,-0.1444776300340891,-0.06337574124336243,-0.026278053177520633,-4.80638427688973e-05,0.02622284833341837,0.06352008692920208,0.1446236427873373,0.0963768583314959,0.00047760829763085434,0.6992306617881078,0.06344791408628225,0.001895045525455967,0.9322622134934833
GPT2-Medium,transformer.h.0.attn.c_proj.weight,0,attn_output,"(1024, 1024)",1048576,-0.04304448654875159,-0.0240895445458591,-0.0111407256918028,6.635557292611338e-05,0.01121834188234061,0.02413792349398136,0.04302192619070411,0.02860268810763955,-0.0020209419672470633,0.5938073947877375,0.02411373401992023,-0.001748634153057702,0.6604881798136695
GPT2-Medium,transformer.h.0.mlp.c_fc.weight,0,ffn_input,"(1024, 4096)",4194304,-0.11592503264546394,-0.06693370267748833,-0.03141975589096546,-0.00028937918250449,0.03082030499354005,0.0664652157574892,0.11526256240904331,0.0766856413683854,-0.0008700391820091365,0.579649078363348,0.06669945921748877,0.0008266292283592006,0.6332417689441449
GPT2-Medium,transformer.h.0.mlp.c_proj.weight,0,ffn_output,"(4096, 1024)",4194304,-0.09184877201914787,-0.05320695787668228,-0.024903157958760858,3.797508543357253e-05,0.025055947015061975,0.053315989673137665,0.0918606435880065,0.060994958330411464,-5.714079012294288e-05,0.5769298743119721,0.05326147377490997,0.0003105586763149435,0.6278004585386523
GPT2-Medium,transformer.h.1.attn.c_attn.weight,1,attn_input,"(1024, 3072)",3145728,-0.104279275983572,-0.05693751014769077,-0.0260451918002218,-0.00018461402942193672,0.025649082381278276,0.05659173522144556,0.10398538503795862,0.06910228935885243,0.000178107330286626,0.6076146757496176,0.05676462268456817,0.00020658229976253125,0.6895597091786678
GPT2-Medium,transformer.h.1.attn.c_proj.weight,1,attn_output,"(1024, 1024)",1048576,-0.07209878414869308,-0.03919152915477753,-0.017735734349116683,5.7543127695680596e-05,0.0177844671998173,0.03930322453379631,0.07225884776562452,0.04783049912657589,-0.0001498687494225387,0.6092055291156366,0.03924737684428692,-4.319876441718447e-05,0.6932783737190492
GPT2-Medium,transformer.h.1.mlp.c_fc.weight,1,ffn_input,"(1024, 4096)",4194304,-0.11283670552074909,-0.06289462931454182,-0.027499593794345856,0.003091953112743795,0.03341179434210062,0.06881397031247616,0.1190511416643858,0.07687256333883852,-0.0003161024154804372,0.5877407931904187,0.06585429981350899,-0.0020087164262809227,0.6490709776463801
GPT2-Medium,transformer.h.1.mlp.c_proj.weight,1,ffn_output,"(4096, 1024)",4194304,-0.08084431011229753,-0.04603862762451172,-0.02140383655205369,-2.992765985254664e-05,0.021362313767895103,0.0460022846236825,0.08072900213301182,0.05361707039992325,-0.0003692504287177712,0.5860152103527975,0.04602045612409711,0.00025545508297952313,0.6454040872877783
GPT2-Medium,transformer.h.2.attn.c_attn.weight,2,attn_input,"(1024, 3072)",3145728,-0.11557323578745127,-0.061239405535161495,-0.027096546022221446,0.00016355953266611323,0.02741631679236889,0.06127290707081556,0.11557186115533113,0.07649365675752051,-0.0006868068157066331,0.621638499109284,0.06125615630298853,-0.0023966369047533076,0.720875438439706
GPT2-Medium,transformer.h.2.attn.c_proj.weight,2,attn_output,"(1024, 1024)",1048576,-0.0735667236149311,-0.04154466278851032,-0.0191181858535856,5.0793485570466146e-05,0.01926875952631235,0.04170376155525446,0.07368655409663916,0.048802977573359385,0.00022198196083968947,0.5901317832938081,0.04162421217188239,0.0006908454551129542,0.6538642213942772
GPT2-Medium,transformer.h.2.mlp.c_fc.weight,2,ffn_input,"(1024, 4096)",4194304,-0.11760789155960083,-0.06697596795856953,-0.029959889594465494,0.0024082650197669864,0.03479665145277977,0.07170597463846207,0.12253402918577194,0.07966643752297387,0.0008826881071670904,0.5791906964991042,0.0693409712985158,-0.0006238978054471292,0.6323295463481686
GPT2-Medium,transformer.h.2.mlp.c_proj.weight,2,ffn_output,"(4096, 1024)",4194304,-0.08817266207188368,-0.05084375664591789,-0.023610648000612855,3.6501512568065664e-06,0.023611617973074317,0.05083446949720383,0.08812478464096785,0.05840033572167158,-0.000323947812369487,0.5802191124696789,0.05083911307156086,-0.00016313670937109266,0.6347238028989551
GPT2-Medium,transformer.h.3.attn.c_attn.weight,3,attn_input,"(1024, 3072)",3145728,-0.12628996931016445,-0.06921734288334846,-0.03125546686351299,9.842848521657288e-05,0.031394675839692354,0.06940055452287197,0.1264904886484146,0.08363200089661404,-0.00020127794391991348,0.60553648725491,0.06930894870311022,-9.843844961557804e-05,0.6858072399489508
GPT2-Medium,transformer.h.3.attn.c_proj.weight,3,attn_output,"(1024, 1024)",1048576,-0.07438441924750805,-0.042869445867836475,-0.020042431307956576,-5.8709210861707106e-05,0.020010616164654493,0.04290049895644188,0.07430329639464617,0.049335299961967394,0.0001741996127619533,0.5797227342861643,0.04288497241213918,0.0017310435564928943,0.6332909994993527
GPT2-Medium,transformer.h.3.mlp.c_fc.weight,3,ffn_input,"(1024, 4096)",4194304,-0.12150120735168457,-0.07033485360443592,-0.0327222840860486,0.0005856525676790625,0.034039630088955164,0.0715586356818676,0.12276680674403906,0.0811628507799469,0.0009487891990720645,0.5758260783880095,0.07094674464315176,0.0003698333329985932,0.6254906437692835
GPT2-Medium,transformer.h.3.mlp.c_proj.weight,3,ffn_output,"(4096, 1024)",4194304,-0.0918791675940156,-0.0529898377135396,-0.02459213393740356,-1.8763971638691146e-05,0.02455426729284227,0.05293724872171879,0.09182804357260466,0.060838333040010184,-2.4002632431311932e-05,0.5804045765819937,0.052963543217629194,-0.00014218316627291643,0.6351577035898966
GPT2-Medium,transformer.h.4.attn.c_attn.weight,4,attn_input,"(1024, 3072)",3145728,-0.12897038459777832,-0.07196851074695587,-0.03305155225098133,3.744129753613379e-05,0.03316271025687456,0.07201384752988815,0.12897187285125256,0.08556310541462153,-7.635470889872588e-05,0.5961885646372866,0.07199117913842201,-0.00020520439096556866,0.6658037735863702
GPT2-Medium,transformer.h.4.attn.c_proj.weight,4,attn_output,"(1024, 1024)",1048576,-0.07726053986698389,-0.04478795547038317,-0.02094049984589219,-6.88477894073003e-06,0.020950271282345057,0.04473848361521959,0.07731122523546219,0.05129184131510556,0.0008173628301478676,0.5776424259235998,0.04476321954280138,-0.00039879054329388205,0.6293168539098618
GPT2-Medium,transformer.h.4.mlp.c_fc.weight,4,ffn_input,"(1024, 4096)",4194304,-0.12128299009054899,-0.07027571275830269,-0.03268880909308791,0.0005155549151822925,0.033815773203969,0.07143318839371204,0.12252947315573692,0.08094166679074988,0.001051607538689569,0.5757468362117981,0.07085445057600737,0.0008917280708373741,0.6256060117177338
GPT2-Medium,transformer.h.4.mlp.c_proj.weight,4,ffn_output,"(4096, 1024)",4194304,-0.0921015776693821,-0.053240071050822735,-0.024762232787907124,1.416313943991554e-05,0.024801634484902024,0.05319207813590765,0.09196606650948524,0.06100377949769609,-0.0006262883974396775,0.5787968273750317,0.05321607459336519,-0.0007170689906958221,0.6318756970230743
GPT2-Medium,transformer.h.5.attn.c_attn.weight,5,attn_input,"(1024, 3072)",3145728,-0.12804297544062138,-0.07229641266167164,-0.033405906055122614,-4.2657928133849055e-05,0.033354364801198244,0.07217573560774326,0.1277659758925438,0.08484542125370353,-0.0005937339739778904,0.5904424100405976,0.07223607413470745,-0.0002447613473202792,0.6542737916664121
GPT2-Medium,transformer.h.5.attn.c_proj.weight,5,attn_output,"(1024, 1024)",1048576,-0.08416163921356201,-0.04871041886508465,-0.022750818403437734,4.5848595618736e-05,0.022797094890847802,0.04868256114423275,0.0841268626973033,0.055840410699602216,-0.0006191157226615948,0.5780636186312308,0.0486964900046587,-0.0012275516374787238,0.6301305730907782
GPT2-Medium,transformer.h.5.mlp.c_fc.weight,5,ffn_input,"(1024, 4096)",4194304,-0.12018898315727711,-0.06925135850906372,-0.03183601377531886,0.0010723219020292163,0.03416025172919035,0.07154055126011372,0.12249597255140543,0.08055748051265255,0.0011431609469681732,0.5767239134059193,0.07039595488458872,0.0010266850362960834,0.6274816873137355
GPT2-Medium,transformer.h.5.mlp.c_proj.weight,5,ffn_output,"(4096, 1024)",4194304,-0.09176079276949167,-0.05304198618978262,-0.02472718828357756,1.5584130778734107e-05,0.024755045538768172,0.053006742149591446,0.09170426148921251,0.0608430509455502,-0.00028805064615893054,0.5788072902369401,0.05302436416968703,-0.0006262432637203441,0.6317040408423876
GPT2-Medium,transformer.h.6.attn.c_attn.weight,6,attn_input,"(1024, 3072)",3145728,-0.12311257421970367,-0.07033942826092243,-0.03256635135039687,-0.00010538273636484519,0.03238395508378744,0.0700992438942194,0.12302064336836338,0.0815466534695588,0.0007671211036613423,0.5856064082316579,0.07021933607757092,-0.00020947858251496557,0.6450606103485904
GPT2-Medium,transformer.h.6.attn.c_proj.weight,6,attn_output,"(1024, 1024)",1048576,-0.09060666244477034,-0.0521549116820097,-0.024311149725690484,-7.034693408058956e-05,0.02437004493549466,0.05211591813713312,0.0905559379607439,0.060123715695226565,0.0013831371116171753,0.580795163751162,0.05213541490957141,0.0009753477886481033,0.635275493511068
GPT2-Medium,transformer.h.6.mlp.c_fc.weight,6,ffn_input,"(1024, 4096)",4194304,-0.11909852735698223,-0.06862539984285831,-0.03161197016015649,0.0011917401570826769,0.03409578464925289,0.07122304290533066,0.12176848109811544,0.0800034255371429,0.0011438530665522227,0.5761682225702495,0.06992422137409449,0.0015313917273473755,0.6262467075199398
GPT2-Medium,transformer.h.6.mlp.c_proj.weight,6,ffn_output,"(4096, 1024)",4194304,-0.09298464376479387,-0.05375750456005335,-0.025073733646422625,4.005295522802044e-05,0.025112960021942854,0.05370271857827902,0.09290513955056667,0.06166362308431417,-0.0006723680384926715,0.5786948607631939,0.053730111569166183,-0.0012552727724818341,0.631410794077293
GPT2-Medium,transformer.h.7.attn.c_attn.weight,7,attn_input,"(1024, 3072)",3145728,-0.12060631811618805,-0.06933131627738476,-0.03228281810879707,-4.835434629058e-05,0.0321486871689558,0.06912085227668285,0.12046636082231998,0.07995102694258094,-2.2673144351811105e-05,0.5820641877096319,0.0692260842770338,-0.0008216217146235682,0.637914073522706
GPT2-Medium,transformer.h.7.attn.c_proj.weight,7,attn_output,"(1024, 1024)",1048576,-0.09536955878138542,-0.05499949399381876,-0.025726885301992297,4.1321738535771146e-05,0.025660555576905608,0.05504310131072998,0.09531726874411106,0.06326720182551071,-0.001528532570725705,0.5795264550159623,0.05502129765227437,-0.0003547368185227465,0.6329339391763712
GPT2-Medium,transformer.h.7.mlp.c_fc.weight,7,ffn_input,"(1024, 4096)",4194304,-0.11868544854223728,-0.06875336915254593,-0.03200962673872709,0.0005602212331723422,0.033239349722862244,0.07004517316818237,0.12017990928143263,0.07934323977679014,0.0017442778938296882,0.5757412729781756,0.06939927116036415,0.0012346062604590368,0.6254258094472529
GPT2-Medium,transformer.h.7.mlp.c_proj.weight,7,ffn_output,"(4096, 1024)",4194304,-0.09745966363698244,-0.05637569073587656,-0.026373523520305753,3.794142685364932e-05,0.02630257047712803,0.056329439394176006,0.09743123780936003,0.06466134075890295,-0.0009842924262253147,0.5784627345225271,0.05635256506502628,-0.001083661367205908,0.6309154130109443
