model,param,layer,type,shape,n,O1,O2,O3,O4,O5,O6,O7,H_ct,G_ct,K_ct,H_mp,G_mp,K_mp
OPT-125M,model.decoder.layers.10.fc1.weight,10,ffn_input,"(3072, 768)",2359296,-0.0262908935546875,-0.0132293701171875,-0.003574371337890625,0.005046844482421875,0.013671875,0.0234375,0.03692626953125,0.021007061004638672,0.008375893769152196,0.576574736125298,0.01833343505859375,0.003121098626716604,0.62687265917603
OPT-125M,model.decoder.layers.10.fc2.weight,10,ffn_output,"(768, 3072)",2359296,-0.03338623046875,-0.0189361572265625,-0.00867462158203125,3.1322240829467773e-05,0.0086669921875,0.0189056396484375,0.0333251953125,0.02205944061279297,-0.0022413103627167007,0.5890363581341057,0.0189208984375,-0.002461882560483871,0.6523185483870968
OPT-125M,model.decoder.layers.11.self_attn.k_proj.weight,11,attn_input,"(768, 768)",589824,-0.0604248046875,-0.035003662109375,-0.0164031982421875,1.2814998626708984e-06,0.01654052734375,0.03509521484375,0.060394287109375,0.04013633728027344,0.0003957670009029131,0.5764862424559236,0.0350494384765625,0.0012694887353069222,0.6267958206356117
OPT-125M,model.decoder.layers.11.self_attn.v_proj.weight,11,attn_input,"(768, 768)",589824,-0.03253173828125,-0.018524169921875,-0.00843048095703125,4.64022159576416e-05,0.008544921875,0.018585205078125,0.03265380859375,0.02153301239013672,0.0012553146729261703,0.5874928030470792,0.0185546875,-0.0008560983758223685,0.6495682565789473
OPT-125M,model.decoder.layers.11.self_attn.q_proj.weight,11,attn_input,"(768, 768)",589824,-0.06280517578125,-0.036529541015625,-0.0173187255859375,-0.0002722740173339844,0.0166778564453125,0.035919189453125,0.0625,0.0416259765625,0.001683925953079179,0.5782624633431085,0.036224365234375,-0.0009082771693344566,0.6301600673967986
OPT-125M,model.decoder.layers.11.self_attn.out_proj.weight,11,attn_output,"(768, 768)",589824,-0.032440185546875,-0.018524169921875,-0.00864410400390625,2.473592758178711e-06,0.0086517333984375,0.0185546875,0.032470703125,0.02155780792236328,0.00019492368944923688,0.5844282238442823,0.0185394287109375,0.0006896219135802469,0.6420781893004115
OPT-125M,model.decoder.layers.11.fc1.weight,11,ffn_input,"(3072, 768)",2359296,-0.0264892578125,-0.0133209228515625,-0.003810882568359375,0.004642486572265625,0.0131378173828125,0.0229034423828125,0.03643798828125,0.020897388458251953,0.009104392470051341,0.5805590416428978,0.0181121826171875,0.008213984835720303,0.6346356360572872
OPT-125M,model.decoder.layers.11.fc2.weight,11,ffn_output,"(768, 3072)",2359296,-0.033966064453125,-0.0193328857421875,-0.00899505615234375,4.455447196960449e-05,0.009033203125,0.019378662109375,0.033935546875,0.022545814514160156,-0.002356869421767269,0.585465927837232,0.01935577392578125,-0.0011193708119826566,0.6441663381947181
Pythia-160M,gpt_neox.layers.0.attention.query_key_value.weight,0,attn_input,"(2304, 768)",1769472,-0.032867431640625,-0.0174713134765625,-0.0078582763671875,3.108382225036621e-05,0.00791168212890625,0.0175933837890625,0.032806396484375,0.021775245666503906,-0.0029603534358165814,0.6176586519511233,0.0175323486328125,0.0017083469321148826,0.7115970409051349
Pythia-160M,gpt_neox.layers.0.attention.dense.weight,0,attn_output,"(768, 768)",589824,-0.0207977294921875,-0.01195526123046875,-0.005584716796875,2.5391578674316406e-05,0.005603790283203125,0.01195526123046875,0.020751953125,0.013799190521240234,-0.0025657417326099725,0.5807042399530046,0.01195526123046875,-0.0021238832163369497,0.6348915124441609
Pythia-160M,gpt_neox.layers.0.mlp.dense_h_to_4h.weight,0,ffn_input,"(3072, 768)",2359296,-0.032958984375,-0.0191650390625,-0.00896453857421875,5.9098005294799805e-05,0.00908660888671875,0.0192413330078125,0.032958984375,0.021886825561523438,-0.001480119825708061,0.5744662309368191,0.01920318603515625,-0.0010910185736988478,0.6231624950337704
Pythia-160M,gpt_neox.layers.0.mlp.dense_4h_to_h.weight,0,ffn_output,"(768, 3072)",2359296,-0.0210723876953125,-0.01230621337890625,-0.00579071044921875,3.0279159545898438e-05,0.00583648681640625,0.0123443603515625,0.021087646484375,0.014007568359375,-0.0012084694989106754,0.5725081699346405,0.012325286865234375,-0.0009091612503868772,0.6193129062209842
Pythia-160M,gpt_neox.layers.1.attention.query_key_value.weight,1,attn_input,"(2304, 768)",1769472,-0.03314208984375,-0.0182037353515625,-0.00829315185546875,1.4901161193847656e-06,0.008331298828125,0.0182037353515625,0.033233642578125,0.02202320098876953,0.0021408002424977268,0.6046420993374616,0.0182037353515625,-8.185771165129925e-05,0.6832564962279967
Pythia-160M,gpt_neox.layers.1.attention.dense.weight,1,attn_output,"(768, 768)",589824,-0.02001953125,-0.01169586181640625,-0.0054931640625,1.4394521713256836e-05,0.005519866943359375,0.01166534423828125,0.020050048828125,0.013315677642822266,0.001103401969561325,0.573930170098478,0.01168060302734375,-0.002538679784454605,0.6218974526453298
Pythia-160M,gpt_neox.layers.1.mlp.dense_h_to_4h.weight,1,ffn_input,"(3072, 768)",2359296,-0.0340576171875,-0.019866943359375,-0.00934600830078125,-2.3245811462402344e-06,0.0093231201171875,0.01983642578125,0.034027099609375,0.022606849670410156,-0.00044558110103353724,0.5740139211136891,0.0198516845703125,-0.0006515420830130669,0.6223097617217525
Pythia-160M,gpt_neox.layers.1.mlp.dense_4h_to_h.weight,1,ffn_output,"(768, 3072)",2359296,-0.019805908203125,-0.01155853271484375,-0.005451202392578125,-1.761317253112793e-05,0.00543975830078125,0.0115509033203125,0.0198211669921875,0.01316690444946289,0.0015911889327490675,0.5738239235142868,0.011554718017578125,0.0011941853747111258,0.621739848134698
Pythia-160M,gpt_neox.layers.2.attention.query_key_value.weight,2,attn_input,"(2304, 768)",1769472,-0.03338623046875,-0.0186309814453125,-0.0085906982421875,-7.927417755126953e-06,0.0085601806640625,0.0186309814453125,0.033477783203125,0.022190093994140625,0.0013887098160563864,0.5968712394705175,0.0186309814453125,0.00042549651924651924,0.6670761670761671
Pythia-160M,gpt_neox.layers.2.attention.dense.weight,2,attn_output,"(768, 768)",589824,-0.02398681640625,-0.01401519775390625,-0.00661468505859375,-3.9696693420410156e-05,0.006591796875,0.01403045654296875,0.02398681640625,0.015931129455566406,0.0017135588147261299,0.5727027835977252,0.0140228271484375,0.003374931991294886,0.6198313384113167
Pythia-160M,gpt_neox.layers.2.mlp.dense_h_to_4h.weight,2,ffn_input,"(3072, 768)",2359296,-0.032501220703125,-0.0189056396484375,-0.0088958740234375,-5.137920379638672e-05,0.0087890625,0.0187530517578125,0.0323486328125,0.021535873413085938,-0.0003597998405809937,0.5761225755026127,0.018829345703125,-0.001323186790923825,0.6262155591572123
Pythia-160M,gpt_neox.layers.2.mlp.dense_4h_to_h.weight,2,ffn_output,"(768, 3072)",2359296,-0.02197265625,-0.01282501220703125,-0.00605010986328125,3.874301910400391e-06,0.006061553955078125,0.01282501220703125,0.0219879150390625,0.014614582061767578,0.00042007895853045775,0.5734281705765277,0.01282501220703125,-0.0003020895300416419,0.6208358120166567
Pythia-160M,gpt_neox.layers.3.attention.query_key_value.weight,3,attn_input,"(2304, 768)",1769472,-0.0311431884765625,-0.0174713134765625,-0.00807952880859375,-7.987022399902344e-06,0.00806427001953125,0.0174407958984375,0.0311126708984375,0.020671844482421875,-7.496770621885957e-05,0.5936519653072523,0.0174560546875,-0.0004165756118881119,0.6604020979020979
Pythia-160M,gpt_neox.layers.3.attention.dense.weight,3,attn_output,"(768, 768)",589824,-0.02569580078125,-0.0149383544921875,-0.0070343017578125,2.6226043701171875e-06,0.007030487060546875,0.0149383544921875,0.025634765625,0.017054080963134766,-0.0015797567454215015,0.5748357332587726,0.0149383544921875,-0.00017556179775280898,0.6236593462717058
Pythia-160M,gpt_neox.layers.3.mlp.dense_h_to_4h.weight,3,ffn_input,"(3072, 768)",2359296,-0.03118896484375,-0.01812744140625,-0.0085601806640625,-0.00012814998626708984,0.00829315185546875,0.017822265625,0.0308685302734375,0.02060413360595703,-0.000769497801434853,0.5774126359638972,0.017974853515625,-0.0013595606960950764,0.628713921901528
Pythia-160M,gpt_neox.layers.3.mlp.dense_4h_to_h.weight,3,ffn_output,"(768, 3072)",2359296,-0.02203369140625,-0.0128173828125,-0.006008148193359375,7.569789886474609e-06,0.0060272216796875,0.01284027099609375,0.0220184326171875,0.014618396759033203,-0.0008113970708158006,0.5747790064259386,0.012828826904296875,0.0003019997026464466,0.6239220933690157
Pythia-160M,gpt_neox.layers.4.attention.query_key_value.weight,4,attn_input,"(2304, 768)",1769472,-0.0295257568359375,-0.0163421630859375,-0.007480621337890625,2.580881118774414e-05,0.007549285888671875,0.0164031982421875,0.029510498046875,0.019588470458984375,-0.0010741236611489775,0.5992210321324245,0.0163726806640625,0.00028759902143522836,0.6719478098788444
Pythia-160M,gpt_neox.layers.4.attention.dense.weight,4,attn_output,"(768, 768)",589824,-0.0233001708984375,-0.01352691650390625,-0.00635528564453125,3.001093864440918e-05,0.006366729736328125,0.01354217529296875,0.023284912109375,0.015472888946533203,-0.002278575610958735,0.5757650466886499,0.0135345458984375,-0.0016536605129650508,0.6254932356257046
Pythia-160M,gpt_neox.layers.4.mlp.dense_h_to_4h.weight,4,ffn_input,"(3072, 768)",2359296,-0.03082275390625,-0.0177154541015625,-0.00830841064453125,-6.866455078125e-05,0.0081634521484375,0.017547607421875,0.0306243896484375,0.02040386199951172,-0.0008880579574666979,0.5821453610656695,0.01763153076171875,-0.0008654262224145391,0.6377109476417135
Pythia-160M,gpt_neox.layers.4.mlp.dense_4h_to_h.weight,4,ffn_output,"(768, 3072)",2359296,-0.0231170654296875,-0.01345062255859375,-0.006328582763671875,1.0371208190917969e-05,0.00634765625,0.0134735107421875,0.02313232421875,0.015366077423095703,-0.00020946470131885181,0.5747401086113266,0.013462066650390625,7.969679795976198e-05,0.6234769056389912
Pythia-160M,gpt_neox.layers.5.attention.query_key_value.weight,5,attn_input,"(2304, 768)",1769472,-0.03173828125,-0.01739501953125,-0.00797271728515625,1.7464160919189453e-05,0.00800323486328125,0.0174713134765625,0.03179931640625,0.021100997924804688,-0.00010451505016722408,0.604176082436952,0.01743316650390625,0.00118640590809628,0.6820568927789934
Pythia-160M,gpt_neox.layers.5.attention.dense.weight,5,attn_output,"(768, 768)",589824,-0.02703857421875,-0.0157318115234375,-0.00740814208984375,4.470348358154297e-06,0.007381439208984375,0.01568603515625,0.0270233154296875,0.017964839935302734,-0.0004877239548772395,0.5755806237558062,0.01570892333984375,-0.001741591792132103,0.625
Pythia-160M,gpt_neox.layers.5.mlp.dense_h_to_4h.weight,5,ffn_input,"(3072, 768)",2359296,-0.0307159423828125,-0.0177001953125,-0.008270263671875,2.9802322387695312e-05,0.00829315185546875,0.0177001953125,0.0306854248046875,0.020386695861816406,-0.0016021892688403425,0.5798287879496655,0.0177001953125,-0.001683728448275862,0.6332974137931034
Pythia-160M,gpt_neox.layers.5.mlp.dense_4h_to_h.weight,5,ffn_output,"(768, 3072)",2359296,-0.02447509765625,-0.014251708984375,-0.00672149658203125,1.9282102584838867e-05,0.006722927093505859,0.0142822265625,0.0244598388671875,0.01625877618789673,-0.001974140048464497,0.5739010253797058,0.0142669677734375,-0.00028200200534759357,0.6219000668449198
Pythia-160M,gpt_neox.layers.6.attention.query_key_value.weight,6,attn_input,"(2304, 768)",1769472,-0.031341552734375,-0.016876220703125,-0.007709503173828125,1.3113021850585938e-05,0.00771331787109375,0.0169219970703125,0.031341552734375,0.020840167999267578,-0.001109712847500286,0.6122640430156733,0.01689910888671875,0.0005784424379232506,0.6991534988713318
Pythia-160M,gpt_neox.layers.6.attention.dense.weight,6,attn_output,"(768, 768)",589824,-0.024169921875,-0.01378631591796875,-0.006450653076171875,-3.904104232788086e-06,0.0064239501953125,0.01378631591796875,0.0241851806640625,0.016067981719970703,-2.411193874825652e-05,0.5851856248330712,0.01378631591796875,0.00028318691200885445,0.6434006640841173
Pythia-160M,gpt_neox.layers.6.mlp.dense_h_to_4h.weight,6,ffn_input,"(3072, 768)",2359296,-0.0313720703125,-0.01812744140625,-0.00848388671875,-2.0265579223632812e-06,0.00849151611328125,0.018096923828125,0.0312347412109375,0.02078723907470703,-0.0018752580630361977,0.578015323209616,0.0181121826171875,-0.0007305707666385847,0.6298441449031171
Pythia-160M,gpt_neox.layers.6.mlp.dense_4h_to_h.weight,6,ffn_output,"(768, 3072)",2359296,-0.0246124267578125,-0.0142974853515625,-0.006740570068359375,1.7583370208740234e-06,0.006748199462890625,0.014312744140625,0.02459716796875,0.016359329223632812,-0.0005155503089658388,0.5752594147137694,0.01430511474609375,0.0004104166666666667,0.6242666666666666
Pythia-160M,gpt_neox.layers.7.attention.query_key_value.weight,7,attn_input,"(2304, 768)",1769472,-0.035888671875,-0.016815185546875,-0.007251739501953125,8.940696716308594e-08,0.00722503662109375,0.0167694091796875,0.035858154296875,0.023937702178955078,-0.00042205334555088546,0.6734328001434234,0.01679229736328125,-0.0013683410949568379,0.8526238073602908
Pythia-160M,gpt_neox.layers.7.attention.dense.weight,7,attn_output,"(768, 768)",589824,-0.01812744140625,-0.01006317138671875,-0.004673004150390625,0.0,0.004650115966796875,0.01004791259765625,0.0180816650390625,0.01204681396484375,-0.0018207726409119696,0.5978467384420519,0.0100555419921875,-0.0007587253414264037,0.6684370257966616
Pythia-160M,gpt_neox.layers.7.mlp.dense_h_to_4h.weight,7,ffn_input,"(3072, 768)",2359296,-0.031494140625,-0.0182647705078125,-0.00864410400390625,-9.357929229736328e-05,0.00839996337890625,0.0179901123046875,0.031158447265625,0.020822525024414062,-0.002650682421910781,0.5777228176238893,0.01812744140625,-0.0024134574915824917,0.6289983164983165
Pythia-160M,gpt_neox.layers.7.mlp.dense_4h_to_h.weight,7,ffn_output,"(768, 3072)",2359296,-0.025299072265625,-0.0146942138671875,-0.006927490234375,1.7881393432617188e-07,0.00691986083984375,0.0147247314453125,0.02532958984375,0.016823768615722656,4.605747973470892e-05,0.5756476390227311,0.01470947265625,0.0010251880186721992,0.6251296680497925
Pythia-160M,gpt_neox.layers.8.attention.query_key_value.weight,8,attn_input,"(2304, 768)",1769472,-0.03948974609375,-0.0162811279296875,-0.00685882568359375,3.311038017272949e-05,0.006900787353515625,0.016326904296875,0.0396728515625,0.02669382095336914,0.001492693949732945,0.7184401850627892,0.01630401611328125,-0.0006269741459990642,1.0028661675245671
Pythia-160M,gpt_neox.layers.8.attention.dense.weight,8,attn_output,"(768, 768)",589824,-0.0152435302734375,-0.00867462158203125,-0.00403594970703125,3.8743019104003906e-07,0.00403594970703125,0.00864410400390625,0.0152587890625,0.010135650634765625,0.001279050621001129,0.587316522393677,0.00865936279296875,-0.0018068557268722466,0.6475770925110133
Pythia-160M,gpt_neox.layers.8.mlp.dense_h_to_4h.weight,8,ffn_input,"(3072, 768)",2359296,-0.03228759765625,-0.018707275390625,-0.0087890625,1.3440847396850586e-05,0.00878143310546875,0.0186614990234375,0.03216552734375,0.021416664123535156,-0.0023642405486039987,0.5767912009618382,0.01868438720703125,-0.0019443522866476113,0.6272968558595345
Pythia-160M,gpt_neox.layers.8.mlp.dense_4h_to_h.weight,8,ffn_output,"(768, 3072)",2359296,-0.029266357421875,-0.0170440673828125,-0.00800323486328125,1.5288591384887695e-05,0.008026123046875,0.017059326171875,0.0293121337890625,0.01945209503173828,0.0003416556356326911,0.5748394371721331,0.01705169677734375,-0.00044917505592841165,0.6238255033557047
Pythia-160M,gpt_neox.layers.9.attention.query_key_value.weight,9,attn_input,"(2304, 768)",1769472,-0.040863037109375,-0.0163726806640625,-0.006801605224609375,-6.198883056640625e-06,0.00677490234375,0.016326904296875,0.041046142578125,0.02763223648071289,0.002761048508170978,0.7292446806674835,0.01634979248046875,-0.0010207652823145123,1.0448553429771348
Pythia-160M,gpt_neox.layers.9.attention.dense.weight,9,attn_output,"(768, 768)",589824,-0.01457977294921875,-0.008392333984375,-0.00391387939453125,1.5676021575927734e-05,0.00395965576171875,0.00839996337890625,0.014556884765625,0.009680747985839844,-0.0009297113584868486,0.5798443503103142,0.008396148681640625,-0.0014127101317582917,0.6331213084961381
Pythia-160M,gpt_neox.layers.9.mlp.dense_h_to_4h.weight,9,ffn_input,"(3072, 768)",2359296,-0.031646728515625,-0.01849365234375,-0.0087890625,-0.0001417994499206543,0.008453369140625,0.01812744140625,0.0312347412109375,0.020891189575195312,-0.002251095590249247,0.5745457865424998,0.018310546875,-0.002255859375,0.623125
Pythia-160M,gpt_neox.layers.9.mlp.dense_4h_to_h.weight,9,ffn_output,"(768, 3072)",2359296,-0.031005859375,-0.01800537109375,-0.00844573974609375,8.64267349243164e-06,0.00847625732421875,0.018035888671875,0.0310516357421875,0.02060699462890625,0.0005987365790447982,0.5760829322473158,0.0180206298828125,0.00036714119390347165,0.6261642675698561
Pythia-160M,gpt_neox.layers.10.attention.query_key_value.weight,10,attn_input,"(2304, 768)",1769472,-0.056182861328125,-0.019073486328125,-0.007534027099609375,-3.993511199951172e-06,0.00749969482421875,0.019012451171875,0.055877685546875,0.03813886642456055,-0.002833414600602628,0.776627533350837,0.01904296875,-0.0013928535657051282,1.273788060897436
Pythia-160M,gpt_neox.layers.10.attention.dense.weight,10,attn_output,"(768, 768)",589824,-0.01560211181640625,-0.0090484619140625,-0.004245758056640625,1.5020370483398438e-05,0.004253387451171875,0.00904083251953125,0.01560211181640625,0.010366439819335938,-0.0009889604415823368,0.5769089236430542,0.009044647216796875,-0.00208245466048081,0.6275832981864192
Pythia-160M,gpt_neox.layers.10.mlp.dense_h_to_4h.weight,10,ffn_input,"(3072, 768)",2359296,-0.0316162109375,-0.0184173583984375,-0.00867462158203125,1.4901161193847656e-06,0.0087127685546875,0.0184783935546875,0.03167724609375,0.02103137969970703,0.0009720899650841156,0.5740262095859974,0.0184478759765625,0.001573485318444996,0.6221050454921423
Pythia-160M,gpt_neox.layers.10.mlp.dense_4h_to_h.weight,10,ffn_output,"(768, 3072)",2359296,-0.03460693359375,-0.0200958251953125,-0.0094146728515625,4.231929779052734e-06,0.00940704345703125,0.020111083984375,0.034637451171875,0.022973060607910156,2.335090705301175e-05,0.5764041678774544,0.02010345458984375,0.0001689990512333966,0.6270398481973435
Pythia-160M,gpt_neox.layers.11.attention.query_key_value.weight,11,attn_input,"(2304, 768)",1769472,-0.0643310546875,-0.0213165283203125,-0.0084381103515625,8.821487426757812e-06,0.00844573974609375,0.0213775634765625,0.0643310546875,0.043906211853027344,-0.0004832859097721497,0.7823149938095962,0.0213470458984375,0.0010163509649749821,1.309060042887777
Pythia-160M,gpt_neox.layers.11.attention.dense.weight,11,attn_output,"(768, 768)",589824,-0.016357421875,-0.009552001953125,-0.00449371337890625,1.5616416931152344e-05,0.00450897216796875,0.009552001953125,0.016357421875,0.010868072509765625,-0.0009104071604071604,0.5731835731835732,0.009552001953125,-0.0016348841853035144,0.6206070287539937
Pythia-160M,gpt_neox.layers.11.mlp.dense_h_to_4h.weight,11,ffn_input,"(3072, 768)",2359296,-0.0306243896484375,-0.0177764892578125,-0.00830078125,0.00012230873107910156,0.008544921875,0.0180206298828125,0.03082275390625,0.020410537719726562,-0.0008527240444818242,0.5744322960470984,0.0178985595703125,-1.3320545609548167e-05,0.6229752770673487
Pythia-160M,gpt_neox.layers.11.mlp.dense_4h_to_h.weight,11,ffn_output,"(768, 3072)",2359296,-0.03411865234375,-0.019683837890625,-0.00926971435546875,-3.927946090698242e-05,0.00920867919921875,0.0196685791015625,0.03411865234375,0.022680282592773438,0.0008909048860482718,0.5794298208729292,0.01967620849609375,0.0016085449786739047,0.6322217913920124
